TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
1,4,22:20,8.71,-4.48,29.61,39.74,19.79,1.0,1.0,1.0,-0.25,1033.42
1,4,22:30,8.99,-5.03,29.44,39.94,19.86,1.0,1.0,1.0,-0.23,1095.11
1,4,22:40,9.07,-3.89,29.32,40.08,19.86,1.0,1.0,1.0,-0.25,1154.13
1,4,22:50,9.33,-2.81,29.13,40.15,16.73,1.0,1.0,1.0,-0.29,1191.08
1,4,23:00,9.25,1.05,28.96,40.22,12.31,1.0,1.0,1.0,-0.26,1184.36
1,4,23:10,8.85,-0.26,28.83,40.32,12.3,1.0,1.0,1.0,-0.27,1102.85
1,4,23:20,9.21,2.93,28.76,40.42,12.3,1.0,1.0,1.0,-0.2,1174.65
1,4,23:30,9.39,0.82,28.62,40.45,12.3,1.0,1.0,1.0,-0.26,1240.05
1,4,23:40,9.66,2.95,28.49,40.45,12.3,1.0,1.0,1.0,-0.3,1288.81
1,4,23:50,9.83,0.96,28.31,40.38,12.3,1.0,1.0,1.0,-0.22,1344.52
1,5,00:00,9.63,-0.43,28.09,40.35,12.3,1.0,1.0,1.0,-0.25,1280.48
1,5,00:10,9.72,-0.77,27.93,40.33,12.3,1.0,1.0,1.0,-0.24,1326.87
1,5,00:20,10.17,-3.68,27.75,40.29,12.3,1.0,1.0,1.0,-0.27,1414.53
1,5,00:30,10.17,-2.17,27.63,40.25,8.04,1.0,1.0,1.0,-0.24,1426.46
1,5,00:40,10.06,-0.81,27.5,40.26,4.71,1.0,1.0,1.0,-0.23,1406.81
1,5,00:50,9.99,-2.22,27.37,40.16,4.71,1.0,1.0,1.0,-0.2,1396.23
1,5,01:00,10.13,-0.82,27.24,40.32,4.71,1.0,1.0,1.0,-0.26,1417.01
1,5,01:10,10.63,1.55,27.2,40.44,4.71,1.0,1.0,1.0,-0.24,1474.1
1,5,01:20,10.53,1.23,27.13,40.44,4.71,1.0,1.0,1.0,-0.2,1465.14
1,5,01:30,11.31,2.34,27.03,40.44,6.94,1.03,1.03,1.03,-0.26,1541.0
1,5,01:40,11.54,0.23,27.0,40.38,12.34,1.05,1.05,1.05,-0.21,1550.26
1,5,01:50,11.33,2.69,26.96,40.49,12.36,1.04,1.04,1.04,-0.24,1544.44
1,5,02:00,10.97,0.37,26.83,40.47,12.37,1.03,1.03,1.03,-0.25,1536.32
1,5,02:10,11.39,2.29,26.79,40.43,12.38,1.05,1.05,1.05,-0.21,1549.8
1,5,02:20,10.96,2.83,26.79,40.5,12.4,1.03,1.03,1.03,-0.21,1526.47
1,5,02:30,10.46,-0.95,26.69,40.49,12.4,1.0,1.0,1.0,-0.22,1492.88
1,5,02:40,10.64,-2.14,26.6,40.44,12.4,1.01,1.01,1.01,-0.32,1504.41
1,5,02:50,10.67,-1.88,26.6,40.49,12.4,1.01,1.01,1.01,-0.25,1509.09
1,5,03:00,10.73,-5.34,26.6,40.42,12.4,1.01,1.01,1.01,-0.23,1508.65
1,5,03:10,10.8,-1.54,26.61,40.54,12.4,1.02,1.02,1.02,-0.24,1521.76
1,5,03:20,10.88,-2.79,26.61,40.61,12.4,1.02,1.02,1.02,-0.3,1519.59
1,5,03:30,10.48,-0.43,26.6,40.69,10.43,1.03,1.03,1.03,-0.19,1398.11
1,5,03:40,9.9,-1.64,26.08,40.39,4.78,1.0,1.0,1.0,-0.29,1360.73
1,5,03:50,10.14,-3.26,25.95,40.41,4.08,1.0,1.0,1.0,-0.23,1408.29
1,5,04:00,10.07,0.81,25.52,40.1,1.38,1.0,1.0,1.0,-0.22,1408.19
1,5,04:10,10.49,-3.19,25.47,40.14,4.77,1.0,1.0,1.0,-0.22,1479.93
1,5,04:20,11.34,3.14,25.53,40.09,6.24,1.04,1.04,1.04,-0.24,1550.02
1,5,04:30,11.34,-3.26,25.7,39.97,12.44,1.03,1.03,1.03,-0.19,1539.82
1,5,04:40,11.39,-2.54,25.7,39.9,12.44,1.03,1.03,1.03,-0.25,1549.84
1,5,04:50,11.31,-2.13,25.62,39.97,12.44,1.02,1.02,1.02,-0.2,1533.18
1,5,05:00,10.88,-3.18,25.54,39.96,12.44,1.0,1.0,1.0,-0.25,1494.68
1,5,05:10,10.64,-4.0,25.35,39.81,11.13,1.0,1.0,1.0,-0.26,1460.18
1,5,05:20,10.86,2.71,25.17,39.8,7.27,1.01,1.01,1.01,-0.28,1466.24
1,5,05:30,11.5,-1.38,25.12,39.72,10.98,1.04,1.04,1.04,-0.26,1543.35
1,5,05:40,11.42,-4.28,25.16,39.62,12.51,1.03,1.03,1.03,-0.2,1546.78
1,5,05:50,10.52,1.2,25.08,39.58,8.42,1.02,1.02,1.02,-0.21,1422.55
1,5,06:00,9.31,-2.65,24.8,39.36,12.6,1.0,1.0,1.0,-0.31,1209.65
1,5,06:10,10.06,-2.09,24.64,39.2,12.61,1.0,1.0,1.0,-0.29,1397.94
1,5,06:20,10.98,-0.98,24.68,39.25,7.86,1.03,1.03,1.03,-0.28,1464.29
1,5,06:30,12.8,3.15,24.86,39.29,4.98,1.08,1.08,1.08,-68.4,1550.32
1,5,06:40,10.69,-0.99,24.98,39.13,2.8,1.01,1.01,1.01,-201.28,1440.22
1,5,06:50,11.04,-0.11,24.85,39.01,-2.61,1.03,1.03,1.03,-86.94,1507.14
1,5,07:00,12.22,0.52,25.21,39.37,-2.63,1.07,1.07,1.07,-169.72,1522.57
1,5,07:10,11.98,-2.01,25.21,39.32,-2.64,1.07,1.07,1.07,-40.9,1482.85
1,5,07:20,11.6,-1.86,25.1,39.34,-2.64,1.06,1.06,1.06,-0.19,1482.13
1,5,07:30,10.44,-0.18,24.85,39.24,-2.65,1.02,1.02,1.02,-0.28,1411.06
1,5,07:40,11.4,-0.69,24.77,39.19,-2.68,1.05,1.05,1.05,-0.24,1465.99
1,5,07:50,12.72,-2.39,24.79,39.13,-2.68,1.09,1.09,1.09,-6.66,1483.45
1,5,08:00,12.68,-1.83,24.81,39.01,-2.68,1.08,1.08,1.08,-3.32,1476.88
1,5,08:10,13.09,-2.25,24.9,38.85,-2.68,1.1,1.1,1.1,-0.28,1460.64
1,5,08:20,13.83,-1.75,25.02,38.83,-2.68,1.11,1.11,1.11,-0.2,1533.1
1,5,08:30,14.3,-2.36,25.11,38.77,-2.68,1.12,1.12,1.12,-0.2,1541.85
1,5,08:40,12.81,-3.19,25.2,38.73,-2.68,1.09,1.09,1.09,-0.27,1535.86
1,5,08:50,11.01,0.81,25.2,38.97,-2.68,1.03,1.03,1.03,-0.25,1516.43
1,5,09:00,12.72,0.21,25.41,39.29,-2.68,1.08,1.08,1.08,-0.25,1543.78
1,5,09:10,12.18,0.21,25.56,39.4,-2.68,1.08,1.08,1.08,-0.21,1508.18
1,5,09:20,11.07,1.28,25.77,39.59,-2.68,1.04,1.04,1.04,-0.27,1493.89
1,5,09:30,12.07,0.29,26.01,39.87,2.86,1.07,1.07,1.07,-0.25,1517.56
1,5,09:40,10.98,0.42,26.22,39.93,0.59,1.04,1.04,1.04,-0.15,1515.91
1,5,09:50,10.24,1.97,26.41,40.13,0.69,1.01,1.01,1.01,-0.19,1396.63
1,5,10:00,11.74,0.49,26.85,40.47,12.39,1.06,1.06,1.06,-0.3,1529.52
1,5,10:10,12.24,1.37,27.17,40.78,12.78,1.07,1.07,1.07,-0.27,1537.95
1,5,10:20,12.26,3.26,27.39,40.98,12.78,1.07,1.07,1.07,-0.24,1515.85
1,5,10:30,11.87,0.95,27.65,41.11,20.13,1.06,1.06,1.06,-0.26,1518.48
1,5,10:40,11.44,0.83,27.89,41.3,21.03,1.04,1.04,1.04,-0.23,1512.33
1,5,10:50,11.58,-1.38,28.2,41.53,20.81,1.06,1.06,1.06,-0.24,1489.15
1,5,11:00,11.59,1.05,28.56,41.83,21.37,1.05,1.05,1.05,-0.25,1470.04
1,5,11:10,11.91,-1.69,28.76,42.03,27.05,1.06,1.06,1.06,-0.26,1490.43
1,5,11:20,12.57,0.97,28.97,42.15,23.49,1.08,1.08,1.08,-0.28,1534.06
1,5,11:30,12.86,-0.36,29.19,42.38,27.15,1.09,1.09,1.09,-0.28,1534.51
1,5,11:40,11.92,1.62,29.45,42.54,24.98,1.06,1.06,1.06,-0.22,1518.18
1,5,11:50,12.7,0.85,29.59,42.87,26.19,1.08,1.08,1.08,-0.23,1548.72
1,5,12:00,12.72,2.01,29.66,42.88,23.46,1.08,1.08,1.08,-0.24,1537.17
1,5,12:10,12.3,0.16,29.84,43.06,23.42,1.07,1.07,1.07,-0.25,1537.67
1,5,12:20,12.0,0.51,29.99,43.09,28.72,1.05,1.05,1.05,-0.23,1501.7
1,5,12:30,11.77,-1.6,30.26,43.39,28.74,1.05,1.05,1.05,-0.24,1510.87
1,5,12:40,12.01,1.29,30.44,43.59,24.36,1.05,1.05,1.05,-0.2,1498.39
1,5,12:50,11.8,-0.91,30.67,43.76,36.57,1.05,1.05,1.05,-0.19,1493.51
1,5,13:00,11.26,-0.96,30.98,43.99,34.42,1.04,1.04,1.04,-0.2,1445.7
1,5,13:10,11.98,1.97,31.24,44.13,29.81,1.04,1.04,1.04,-0.21,1506.21
1,5,13:20,11.31,-1.36,31.28,44.17,22.82,1.04,1.04,1.04,-0.23,1433.42
1,5,13:30,11.44,2.26,31.4,44.34,18.88,1.04,1.04,1.04,-0.25,1491.39
1,5,13:40,10.88,0.45,31.52,44.51,26.55,1.03,1.03,1.03,-0.24,1435.32
1,5,13:50,11.63,-1.04,31.61,44.59,21.99,1.04,1.04,1.04,-0.25,1482.57
1,5,14:00,11.21,-1.71,31.59,44.72,30.98,1.03,1.03,1.03,-0.22,1433.16
1,5,14:10,10.41,1.67,31.63,44.62,21.21,1.01,1.01,1.01,-0.22,1375.1
1,5,14:20,11.1,0.05,31.71,44.76,32.7,1.03,1.03,1.03,-0.24,1459.32
1,5,14:30,10.04,-2.43,31.65,44.71,27.45,1.01,1.01,1.01,-0.24,1321.73
1,5,14:40,10.15,-1.48,31.91,44.85,30.68,1.02,1.02,1.02,-0.23,1327.5
1,5,14:50,10.72,0.52,32.22,45.22,21.69,1.02,1.02,1.02,-0.23,1394.75
1,5,15:00,9.47,-0.08,32.11,45.13,18.4,1.01,1.01,1.01,-0.22,1214.68
1,5,15:10,10.37,-0.17,32.05,45.11,19.37,1.02,1.02,1.02,-0.21,1350.54
1,5,15:20,9.77,1.57,32.0,45.06,20.55,1.02,1.02,1.02,-0.21,1248.05
1,5,15:30,9.5,1.28,32.02,45.0,24.07,1.01,1.01,1.01,-0.17,1205.75
1,5,15:40,9.3,-1.23,31.89,44.95,19.43,1.0,1.0,1.0,-0.18,1179.16
1,5,15:50,9.93,-1.26,31.84,45.02,19.71,1.01,1.01,1.01,-0.29,1323.64
1,5,16:00,9.51,0.42,31.7,44.79,10.12,1.0,1.0,1.0,-0.25,1243.01
1,5,16:10,9.03,-0.8,31.61,44.74,15.83,1.0,1.0,1.0,-0.27,1132.48
1,5,16:20,8.67,2.47,31.45,44.53,11.93,1.0,1.0,1.0,-0.28,1048.09
1,5,16:30,7.99,2.37,31.4,44.43,11.35,1.0,1.0,1.0,-0.13,913.64
1,5,16:40,7.85,0.5,31.4,44.35,10.66,1.0,1.0,1.0,-0.23,842.34
1,5,16:50,8.32,-0.04,31.3,44.24,14.34,1.0,1.0,1.0,-0.33,979.61
1,5,17:00,8.07,-0.27,31.13,43.88,16.23,1.0,1.0,1.0,-0.22,895.58
1,5,17:10,9.7,-0.24,31.07,43.83,15.26,1.01,1.01,1.01,-0.27,1262.39
1,5,17:20,8.12,-3.67,30.73,43.59,39.17,1.01,1.01,1.01,-0.2,792.45
1,5,17:30,7.15,-6.8,30.48,43.35,-26.92,1.0,1.0,1.0,-0.21,708.41
1,5,17:40,5.94,0.63,30.2,43.07,-50.69,0.99,0.99,0.99,-0.26,487.4
1,5,17:50,4.0,-5.28,30.01,42.73,-79.22,0.99,0.99,0.99,-0.23,200.65
1,5,18:00,1.57,16.24,30.17,42.93,-59.8,1.31,1.31,1.31,-0.14,19.0
1,5,18:10,2.98,33.18,30.94,44.74,-46.79,1.9,1.9,1.9,0.0,-0.3
1,5,18:20,1.52,21.31,32.08,45.85,26.36,1.9,1.9,1.9,0.0,-0.3
1,5,18:30,0.84,13.97,32.43,46.16,29.39,1.9,1.9,1.9,0.0,-0.3
1,5,18:40,1.47,100.82,32.61,46.2,29.39,1.9,1.9,1.9,0.0,-0.3
1,5,18:50,5.17,15.08,32.2,45.89,45.07,1.58,1.58,1.58,0.07,184.68
1,5,19:00,10.02,0.05,30.28,43.49,55.21,1.02,1.02,1.02,-0.27,1259.78
1,5,19:10,8.56,1.42,29.25,41.73,60.43,1.0,1.0,1.0,-0.21,1108.19
1,5,19:20,4.64,-1.78,28.88,40.79,68.34,0.99,0.99,0.99,-0.23,365.6
1,5,19:30,4.67,2.69,28.69,40.35,66.46,0.99,0.99,0.99,-0.28,316.98
1,5,19:40,4.19,3.86,28.59,40.2,83.95,0.99,0.99,0.99,-0.23,232.56
1,5,19:50,2.0,4.73,28.63,40.17,89.9,0.99,0.99,0.99,-0.2,35.86
1,5,20:00,1.63,8.66,28.59,40.39,133.91,1.0,1.0,1.0,-0.24,7.22
1,5,20:10,2.48,4.14,28.48,40.27,177.82,1.02,1.02,1.02,-0.06,64.66
1,5,20:20,2.12,-0.83,28.29,39.57,188.76,0.99,0.99,0.99,-0.23,41.48
1,5,20:30,8.08,-2.93,27.73,39.3,168.77,1.02,1.02,1.02,-0.34,889.53
1,5,20:40,13.3,-0.02,25.2,38.02,187.33,1.1,1.1,1.1,-0.22,1550.21
1,5,20:50,14.13,-1.99,24.11,36.62,189.95,1.11,1.11,1.11,-0.17,1550.03
1,5,21:00,14.4,-5.65,23.59,35.81,189.95,1.11,1.11,1.11,-0.18,1549.23
1,5,21:10,12.6,-7.89,23.17,35.45,189.95,1.08,1.08,1.08,-0.16,1549.56
1,5,21:20,8.88,-3.94,22.91,35.57,183.74,1.01,1.01,1.01,-0.18,1131.17
1,5,21:30,7.46,1.85,22.84,36.09,181.96,1.0,1.0,1.0,-0.18,870.27
1,5,21:40,5.42,2.34,22.81,35.94,186.72,0.99,0.99,0.99,-0.23,400.06
